GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurredLosses,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserves2007
43,IDS Property Cas Ins Co,2001,2009,9,71988,71869,0,89647,1263,88383,0,277117.746
43,IDS Property Cas Ins Co,2001,2010,10,72019,71898,0,89647,1263,88383,0,277117.746
43,IDS Property Cas Ins Co,2002,2002,1,91396,33620,30762,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2003,2,92506,67674,8549,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2004,3,97206,81853,6846,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2005,4,97786,88921,3603,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2006,5,95741,92669,-30,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2007,6,95553,94495,99,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2008,7,95524,95098,78,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2009,8,95249,95144,-129,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2010,9,95288,95189,-85,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2002,2011,10,95371,95309,23,119821,1171,118650,0,277117.746
43,IDS Property Cas Ins Co,2003,2003,1,121253,46938,41413,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2004,2,127642,87012,19516,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2005,3,127216,103552,9648,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2006,4,123403,113585,3340,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2007,5,122234,118029,1229,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2008,6,122377,120033,1044,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2009,7,121315,120757,294,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2010,8,121134,120955,44,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2011,9,121244,121006,146,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2003,2012,10,121149,121110,18,165253,2035,163219,0,277117.746
43,IDS Property Cas Ins Co,2004,2004,1,171477,57946,70226,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2005,2,166694,104744,32019,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2006,3,153674,126917,9415,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2007,4,150201,139045,4342,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2008,5,149507,144195,2457,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2009,6,147644,146192,494,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2010,7,147807,147125,260,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2011,8,147516,147348,65,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2012,9,147534,147415,30,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2004,2013,10,147516,147494,-55,210488,2474,208014,0,277117.746
43,IDS Property Cas Ins Co,2005,2005,1,214845,63878,98754,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2006,2,180847,118841,24071,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2007,3,175032,145842,9192,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2008,4,174837,160462,5120,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2009,5,170760,166164,2228,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2010,6,170300,168373,841,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2011,7,170037,168884,439,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2012,8,169770,169255,214,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2013,9,169814,169556,100,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2005,2014,10,169880,169598,154,244469,2601,241868,0,277117.746
43,IDS Property Cas Ins Co,2006,2006,1,227149,69539,100696,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2007,2,191149,129507,26882,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2008,3,187402,159070,8079,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2009,4,186078,173858,6162,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2010,5,183652,180018,1454,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2011,6,183793,181912,870,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2012,7,183792,182564,518,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2013,8,183809,183362,127,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2014,9,183732,183539,-44,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2006,2015,10,184093,183611,88,263794,3237,260557,0,277117.746
43,IDS Property Cas Ins Co,2007,2007,1,241972,83201,98425,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2008,2,219173,154512,22547,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2009,3,217280,187298,12057,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2010,4,215777,203146,4065,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2011,5,217209,209962,3370,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2012,6,216405,212903,2145,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2013,7,215120,214105,532,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2014,8,215221,214703,182,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2015,9,215305,214769,245,281748,3288,278460,0,277117.746
43,IDS Property Cas Ins Co,2007,2016,10,215285,214824,273,281748,3288,278460,0,277117.746
353,Celina Mut Grp,1998,1998,1,10824,5532,2281,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,1999,2,11486,9109,969,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2000,3,11409,10403,414,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2001,4,11059,10934,54,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2002,5,10983,10931,4,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2003,6,10966,10936,4,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2004,7,10957,10962,-5,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2005,8,10956,10959,-3,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2006,9,10952,10955,-4,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1998,2007,10,10951,10954,-3,19475,2911,16564,0,9958.33
353,Celina Mut Grp,1999,1999,1,13603,6881,2430,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2000,2,14784,11597,967,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2001,3,14990,13876,130,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2002,4,14874,14366,43,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2003,5,14900,14646,42,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2004,6,14912,14659,43,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2005,7,14887,14800,16,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2006,8,14863,14870,-7,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2007,9,14864,14869,-5,19266,2863,16403,0,9958.33
353,Celina Mut Grp,1999,2008,10,14862,14866,-4,19266,2863,16403,0,9958.33
353,Celina Mut Grp,2000,2000,1,11825,6881,1077,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2001,2,12136,11057,325,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2002,3,12466,12288,106,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2003,4,12297,12197,56,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2004,5,12437,12382,45,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2005,6,12413,12378,32,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2006,7,12388,12367,21,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2007,8,12351,12352,-1,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2008,9,12367,12367,0,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2000,2009,10,12353,12353,0,18623,2588,16035,0,9958.33
353,Celina Mut Grp,2001,2001,1,13232,5801,3623,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2002,2,12359,9236,909,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2003,3,11896,10640,133,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2004,4,12000,11317,137,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2005,5,11963,11797,133,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2006,6,11889,11902,-13,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2007,7,11890,11899,-9,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2008,8,11895,11900,-5,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2009,9,11892,11896,-4,18158,321,17838,0,9958.33
353,Celina Mut Grp,2001,2010,10,11894,11894,0,18158,321,17838,0,9958.33
353,Celina Mut Grp,2002,2002,1,12820,5510,3325,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2003,2,12298,8799,684,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2004,3,12346,10850,171,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2005,4,12189,11671,187,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2006,5,12046,11875,57,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2007,6,12008,11913,20,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2008,7,11990,12000,-10,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2009,8,11990,11999,-9,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2010,9,11994,11999,-5,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2002,2011,10,11999,11999,0,17672,1028,16644,0,9958.33
353,Celina Mut Grp,2003,2003,1,10237,3918,2725,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2004,2,9056,6619,991,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2005,3,8523,7612,221,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2006,4,8664,8084,168,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2007,5,8442,8224,10,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2008,6,8423,8322,15,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2009,7,8427,8328,-13,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2010,8,8489,8439,-10,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2011,9,8465,8470,-5,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2003,2012,10,8470,8470,0,16152,1125,15027,0,9958.33
353,Celina Mut Grp,2004,2004,1,8127,3066,2303,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2005,2,7159,4972,746,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2006,3,7181,5946,389,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2007,4,6709,6354,55,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2008,5,6573,6543,20,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2009,6,6536,6538,-2,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2010,7,6540,6540,0,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2011,8,6537,6537,0,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2012,9,6531,6536,-5,13670,774,12896,0,9958.33
353,Celina Mut Grp,2004,2013,10,6536,6536,0,13670,774,12896,0,9958.33
353,Celina Mut Grp,2005,2005,1,8737,3805,2122,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2006,2,8697,5848,847,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2007,3,8298,6971,200,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2008,4,8243,7644,75,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2009,5,7993,7899,42,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2010,6,7930,7915,15,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2011,7,7924,7914,10,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2012,8,7914,7914,0,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2013,9,7909,7914,-5,14234,297,13937,0,9958.33
353,Celina Mut Grp,2005,2014,10,7913,7913,0,14234,297,13937,0,9958.33
353,Celina Mut Grp,2006,2006,1,8902,3410,2241,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2007,2,8012,5738,690,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2008,3,7596,6825,215,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2009,4,7609,7329,85,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2010,5,7609,7469,35,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2011,6,7561,7546,15,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2012,7,7555,7545,10,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2013,8,7544,7544,0,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2014,9,7542,7542,0,14255,232,14023,0,9958.33
353,Celina Mut Grp,2006,2015,10,7541,7541,0,14255,232,14023,0,9958.33
353,Celina Mut Grp,2007,2007,1,7812,3010,2763,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2008,2,6802,4623,890,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2009,3,6447,5507,146,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2010,4,6451,6118,76,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2011,5,6362,6196,20,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2012,6,6362,6282,10,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2013,7,6308,6298,10,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2014,8,6296,6296,0,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2015,9,6295,6295,0,14026,214,13812,0,9958.33
353,Celina Mut Grp,2007,2016,10,6292,6292,0,14026,214,13812,0,9958.33
388,Federal Ins Co Grp,1998,1998,1,94504,25421,32819,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,1999,2,97735,54997,11447,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2000,3,97045,72444,4761,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2001,4,95253,81670,1308,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2002,5,96786,87666,1262,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2003,6,95031,91268,500,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2004,7,94941,92241,580,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2005,8,95082,93242,474,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2006,9,93970,93685,84,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1998,2007,10,93973,93731,106,152868,5294,147574,0,336211.247
388,Federal Ins Co Grp,1999,1999,1,105570,30037,33882,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2000,2,113863,63724,10768,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2001,3,115767,85416,5205,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2002,4,117749,98062,2254,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2003,5,116576,106759,1363,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2004,6,116242,110657,823,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2005,7,116623,113039,720,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2006,8,116712,114719,193,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2007,9,116802,115449,133,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,1999,2008,10,116591,116107,67,175090,19028,156062,0,336211.247
388,Federal Ins Co Grp,2000,2000,1,135069,40235,47149,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2001,2,133009,74692,14794,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2002,3,130634,93129,6261,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2003,4,130629,109560,2276,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2004,5,132155,120443,1274,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2005,6,133883,125533,1065,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2006,7,133038,127780,327,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2007,8,131004,129462,146,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2008,9,130779,130259,80,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2000,2009,10,130686,130419,84,173354,2243,171111,0,336211.247
388,Federal Ins Co Grp,2001,2001,1,166781,50517,59393,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2002,2,162951,95109,20722,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2003,3,165364,119215,9238,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2004,4,168539,140672,2680,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2005,5,174703,158358,1274,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2006,6,172169,165124,1007,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2007,7,170953,168172,426,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2008,8,170304,168679,162,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2009,9,170288,169001,156,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2001,2010,10,170134,169381,142,199963,1948,198015,0,336211.247
388,Federal Ins Co Grp,2002,2002,1,194408,63831,64688,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2003,2,200546,116504,26749,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2004,3,201002,144471,10014,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2005,4,207309,172711,2291,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2006,5,206116,187782,2182,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2007,6,202290,194722,669,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2008,7,203330,197801,318,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2009,8,202271,199084,291,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2010,9,202446,201005,248,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2002,2011,10,202273,201652,3,272352,3559,268793,0,336211.247
388,Federal Ins Co Grp,2003,2003,1,227418,86735,73797,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2004,2,227971,139842,28446,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2005,3,232089,176189,10701,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2006,4,227610,199667,5581,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2007,5,224242,214407,1430,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2008,6,224799,219937,769,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2009,7,223446,220961,462,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2010,8,223196,221780,180,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2011,9,222909,221790,85,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2003,2012,10,222239,221853,1,315681,3141,312540,0,336211.247
388,Federal Ins Co Grp,2004,2004,1,204176,69458,75158,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2005,2,211080,122960,24541,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2006,3,207852,157168,12086,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2007,4,201675,178009,4145,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2008,5,196916,186639,1319,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2009,6,195045,190541,844,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2010,7,194890,192041,235,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2011,8,194589,193683,100,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2012,9,194739,193760,160,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2004,2013,10,194861,194355,5,282758,939,281819,0,336211.247
388,Federal Ins Co Grp,2005,2005,1,200098,52951,85657,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2006,2,191917,98213,27423,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2007,3,184754,130389,14520,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2008,4,177585,151704,5565,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2009,5,174969,162726,2307,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2010,6,173924,169096,598,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2011,7,172760,170242,69,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2012,8,173012,171034,49,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2013,9,172543,172371,3,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2005,2014,10,173074,172396,446,279446,1379,278067,0,336211.247
388,Federal Ins Co Grp,2006,2006,1,176548,46059,75469,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2007,2,172182,88484,32462,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2008,3,163707,115069,16718,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2009,4,156853,132219,6671,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2010,5,156247,142275,3036,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2011,6,152770,146738,422,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2012,7,151742,149539,28,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2013,8,151213,150052,0,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2014,9,151215,150612,214,259949,2500,257449,0,336211.247
388,Federal Ins Co Grp,2006,2015,10,151427,150659,222,259949,2500,257449,0,336211.247
460,Buckeye Ins Grp,1998,1998,1,2155,984,810,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,1999,2,2450,1547,564,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2000,3,2237,1852,156,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2001,4,2111,1919,0,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2002,5,2131,2131,0,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2003,6,2131,2131,0,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2004,7,2131,2131,0,4615,802,3813,0,9089.785
460,Buckeye Ins Grp,1998,2005,8,2137,2137,0,4615,802,3813,0,9089.785
