line,line_label,GRCODE,GRNAME,paid_to_date,posted_reserve,carried_total,sim_mean_ultimate,sim_p50_ultimate,sim_p75_ultimate,sim_p90_ultimate,sim_p95_ultimate,coeff_of_variation,prob_reserve_shortfall
wkcomp,Workers' Compensation,10520,Care West Ins Co,42543,40183.904,82726.90400000001,69730.53176722777,68738.6291667817,73033.57891220863,77197.58009199437,79849.57310146253,0.07704386794091594,0.022
wkcomp,Workers' Compensation,10659,Diamond Ins Co,157650,36384.879,194034.87900000002,195915.470391847,195466.43257306243,200086.15114238206,204397.2421409371,207349.7540863638,0.03304677061867459,0.584
wkcomp,Workers' Compensation,10699,Florida Hospitality Mut Ins Co,241770,68509.492,310279.49199999997,293991.1303734884,293707.5347366064,298225.17416002165,302379.4054899052,304655.42245102214,0.02136552139664176,0.006
wkcomp,Workers' Compensation,10781,Hawaii Employers Mut Ins Co,141566,99796.305,241362.305,197275.21007780134,197525.62028353987,206607.0930429982,215135.5140144976,220174.1271188867,0.07008434914145954,0.0006
wkcomp,Workers' Compensation,10800,NHC Ins Co,44691,20965.104,65656.10399999999,61058.44876737919,61038.74271979497,62281.11390355312,63386.703395208344,64036.07604363573,0.029592944760023818,0.0064
wkcomp,Workers' Compensation,10859,First Nonprofit Mut Ins Co,18712,6080.086,24792.086,23310.232031284828,23003.338268796782,24252.113838390083,25524.205128582682,26498.388278975195,0.07352649425392413,0.1654
wkcomp,Workers' Compensation,11126,Yasuda Fire & Marine Ins Co Of Amer,170108,142740.171,312848.171,217514.82379004793,217260.82443914612,221469.0691387073,225295.44717579172,227896.19288481557,0.02773002815949351,0.0
wkcomp,Workers' Compensation,11347,State Fund Mut Ins Co,412068,193564.231,605632.231,521961.3346905632,521753.19300493784,526661.1716107128,531085.9052927726,533775.1974070341,0.013414135557466239,0.0
wkcomp,Workers' Compensation,11703,Lackawanna Cas Co,132297,71930.539,204227.539,172132.7551005911,171205.78195447585,177426.19315956056,183598.94220364565,187514.5935178949,0.04928202524841844,0.0004
wkcomp,Workers' Compensation,12297,Petroleum Cas Co,7820,6409.28,14229.279999999999,8270.999679429031,8266.60263800748,8340.859343023862,8415.414641390826,8456.25144244218,0.013008061921723992,0.0
wkcomp,Workers' Compensation,13439,Partners Mut Ins Co,8581,891.894,9472.894,9681.594810708002,9667.610555623894,9925.827207121314,10164.068254058238,10319.616874596892,0.037614545298609074,0.7002
wkcomp,Workers' Compensation,13501,Brethren Mut Ins Co,16028,5578.727,21606.727,21068.089582906683,21003.54096772289,21642.3351106342,22283.89727889573,22717.88783262984,0.043606895158859474,0.2638
wkcomp,Workers' Compensation,13528,Brotherhood Mut Ins Co,62052,17855.729,79907.72899999999,77417.92774664484,77300.13179934067,78809.81399964966,80341.61941931734,81201.98717248006,0.027660770026443134,0.1342
wkcomp,Workers' Compensation,13943,Fitchburg Mut Ins Co,777,1482.774,2259.774,1207.019396002216,1175.2079979463933,1279.904598389214,1361.5961385107485,1469.5858415576045,0.10221366218676671,0.0
wkcomp,Workers' Compensation,13994,Fremont Mut Ins Co,592,1788.68,2380.6800000000003,625.2701488554884,618.1508327223637,636.4280967333002,655.9295286973053,674.3911301635267,0.037350941154825984,0.0
wkcomp,Workers' Compensation,14176,Hastings Mut Ins Co,139328,62534.47,201862.47,187101.5689576021,186969.24862803385,190082.505566441,192990.9551223731,194778.09858035055,0.02395320382273297,0.0004
wkcomp,Workers' Compensation,14257,IMT Ins Co Mut,27254,5420.713,32674.713,31674.55987737548,31595.634565656634,32253.2314680789,32969.31243909637,33358.486867744774,0.02992140292687551,0.1472
wkcomp,Workers' Compensation,14370,Lebanon Mut Ins Co,4733,636.205,5369.205,5421.003899355805,5365.18885756082,5576.407220845127,5870.55243514995,6126.896968602391,0.06523349902981655,0.4936
wkcomp,Workers' Compensation,14508,Michigan Millers Mut Ins Co,74640,39438.882,114078.882,111620.6422314147,111506.69079386524,115261.76144309643,119064.78256331285,121216.85818368723,0.0503245569908755,0.3182
wkcomp,Workers' Compensation,14575,Millers Capital Ins Co,7092,4789.302,11881.302,9242.632774752741,9036.72040954643,9831.277321603977,10673.607806674934,11238.823388071472,0.1153754909141809,0.0246
wkcomp,Workers' Compensation,14974,Pennsylvania Lumbermens Mut Ins,40548,10804.666,51352.666,53343.39083807222,53114.21926549786,55152.47924881461,57279.58672338748,58414.56330827331,0.053564028718227776,0.7314
wkcomp,Workers' Compensation,15148,Sheboygan Falls Mut Ins Co,328,44.201,372.201,336.4750400759578,334.6666666666667,340.77403846153845,349.86359126984127,352.82008075148315,0.024783115046112365,0.0
wkcomp,Workers' Compensation,15199,Standard Mut Ins Co,866,30.442,896.442,881.1981042339592,875.1839888984592,885.269984367966,897.6021266986627,910.3597571346944,0.020915108984349732,0.111
wkcomp,Workers' Compensation,15334,Utilities Mut Ins Co,5953,45800.573,51753.573,5884.701228735602,5877.972133389781,5931.701316880194,5958.009040973264,5965.161705139667,0.007964219144023194,0.0
wkcomp,Workers' Compensation,16446,Farmers Ins Co of Flemington,5966,4487.562,10453.562,8280.678241320824,8188.853659192622,9360.161970785091,10375.363466100975,11069.463792022556,0.19187502735889847,0.0934
wkcomp,Workers' Compensation,18309,Pioneer State Mut Ins Co,5910,2409.484,8319.484,6812.088979957424,6780.546635662864,6989.972886572292,7168.16994955496,7300.554398850546,0.03970341617779905,0.0
wkcomp,Workers' Compensation,18380,Pacific Ind Ins Co,4776,434.58,5210.58,5127.312313772064,5086.383056564436,5243.679210628824,5417.643527362645,5514.943697341032,0.039193103724640785,0.2868
wkcomp,Workers' Compensation,18767,Church Mut Ins Co,180881,73482.637,254363.637,232497.47972980322,232092.44048761198,236139.20231880498,240013.9128537415,242222.7980478544,0.024245329487965584,0.0
wkcomp,Workers' Compensation,21172,Vanliner Ins Co,124337,140159.953,264496.953,149164.00133377267,148898.21086507384,150722.84830629214,152721.6565447425,153963.46510780434,0.017617486836490864,0.0
wkcomp,Workers' Compensation,22635,Discovery Ins Co,30147,14245.989,44392.989,36176.93462719628,36014.9768201151,37357.814263549415,38731.562719693335,39564.5215730562,0.0525432766656193,0.0
wkcomp,Workers' Compensation,23140,Associated Industries Ins Co,216512,153053.805,369565.805,260663.27438296756,261791.77962418855,272457.0902953385,281090.8077420232,286304.6851111071,0.06342624643072553,0.0
wkcomp,Workers' Compensation,23574,Midwest Family Mut Ins Co,6699,5053.18,11752.18,12404.079306734273,12084.166260425161,13966.700538479105,15772.771370565699,16813.26398209504,0.1943784299400159,0.5454
wkcomp,Workers' Compensation,23663,National American Ins Co,99820,17280.549,117100.549,114747.42757334349,113631.18362043578,116477.68698642359,121420.68586149129,123806.10175562945,0.037384010194300175,0.2194
wkcomp,Workers' Compensation,24017,Beacon Mut Ins Co,641618,247186.402,888804.402,789552.2036920663,789227.1056592442,796631.7242635274,803310.0381230456,806988.2763680285,0.013229286513137217,0.0
wkcomp,Workers' Compensation,26433,Harco Natl Ins Co,33425,11265.37,44690.37,42047.8761898464,41912.127287937,43619.365837332014,45285.69957296273,46209.20309202345,0.05697894347188724,0.1436
wkcomp,Workers' Compensation,26956,Wisconsin Cnty Mut Ins Corp,11157,6918.332,18075.332000000002,15212.794006890794,14097.911315417687,16275.060897895431,20610.1903859907,22982.0619678771,0.2858832241312611,0.184
wkcomp,Workers' Compensation,27529,Laundry Owners Mut Liab Ins Asn,14509,2748.1,17257.1,17738.185323328034,17762.275058577747,18442.317285005865,19072.366371663487,19451.994733626623,0.05809278301396245,0.673
wkcomp,Workers' Compensation,27626,Firstcomp Ins Co,149042,117306.24,266348.24,204425.51604446396,202683.0162012548,219504.5168019235,236398.57588722077,246604.14283591055,0.11640053062365258,0.0098
wkcomp,Workers' Compensation,28258,Continental Natl Ind Co,3394,16120.854,19514.854,12041.095305332694,10122.160427807488,15710.582887700535,20181.320855614977,28564.269349845206,0.5397168419826216,0.1234
wkcomp,Workers' Compensation,28886,Transguard Ins Co Of Amer Inc,26940,23794.151,50734.151,44188.86282582915,43842.63820230694,47850.74527802656,52237.55095032268,54418.706126760386,0.13772232142198887,0.178
wkcomp,Workers' Compensation,31780,Maple Valley Mut Ins Co,245,5.324,250.324,250.53651182252645,246.5,258.2173913043478,263.0,264.1299915038233,0.03667626410245626,0.307
wkcomp,Workers' Compensation,33499,Dorinco Rein Co,13001,16556.366,29557.366,13771.622531965706,13716.925820902521,13965.730806913285,14266.034192787482,14470.089163295903,0.02548345180249606,0.0
wkcomp,Workers' Compensation,34576,Workers Comp Exch,29527,10286.727,39813.727,35158.18366936111,35055.647779094055,36045.92062284392,36950.31780032761,37507.20312488513,0.03814179642926072,0.0008
wkcomp,Workers' Compensation,35408,Sirius Amer Ins Co,7356,34367.875,41723.875,60623.068445053555,50039.18674709901,72436.2631660488,111240.32127092683,180865.7381528903,0.7334995969855704,0.5436
wkcomp,Workers' Compensation,37370,Associated Loggers Exch,25969,17062.68,43031.68,32829.649755952916,32654.838933689294,33961.99259213788,35363.46329269672,36238.97392298308,0.057006143038340416,0.0
wkcomp,Workers' Compensation,38300,Samsung Fire & Marine Ins Co Ltd,2458,4043.631,6501.630999999999,3283.7757932927134,3237.6781061285383,3481.50501347836,3752.6002959530306,3941.39902666691,0.10630238346551649,0.0
wkcomp,Workers' Compensation,38687,Alaska Timber Ins Exchange,25625,11346.118,36971.118,28986.38187142034,28887.377135351722,29350.70791168943,29841.624827887743,30146.455513362005,0.02150058324090748,0.0
wkcomp,Workers' Compensation,38733,Alaska Nat Ins Co,365110,261653.256,626763.256,459083.32690634736,458616.6948080837,464945.51614449825,470523.6270809752,474055.6603880364,0.01875614038729066,0.0
wkcomp,Workers' Compensation,38997,Nissan Fire & Marine Ins Co Us Br,3057,43.46,3100.46,3057.0,3057.0,3057.0,3057.0,3057.0,0.0,0.0
wkcomp,Workers' Compensation,40126,Umialik Ins Co,7725,3503.341,11228.341,8814.645948013651,8794.01056043736,8931.5114955807,9072.575572053693,9168.64809325852,0.021987725466505452,0.0
wkcomp,Workers' Compensation,41300,American Resources Ins Co Inc,17253,15037.358,32290.358,20898.2196849462,20857.478551791985,21306.9699564668,21734.810946300295,21996.631393694413,0.030431047904816703,0.0
wkcomp,Workers' Compensation,41394,Benchmark Ins Co,34963,17162.012,52125.012,46029.061642301465,45881.04066705363,48511.47005006467,50871.10582710481,52307.50344538701,0.07930440163068513,0.0538
wkcomp,Workers' Compensation,41580,Red Shield Ins Co,1002,1417.452,2419.452,6077.017122963193,4343.982985904308,7789.130355370261,12957.982561426397,15704.036529680367,0.7362628502994072,0.8196
wkcomp,Workers' Compensation,43915,Rainier Ins Co,946,780.093,1726.0929999999998,6478.509377835051,4774.691710345595,9032.381059346237,13039.946851458993,16009.18145228839,0.7013549493747684,0.971
ppauto,Private Passenger Auto,43,IDS Property Cas Ins Co,920835,277117.746,1197952.746,1176389.3739943074,1176005.9012231159,1189723.696113293,1202933.5074542842,1210012.510176653,0.016885452197680645,0.1428
ppauto,Private Passenger Auto,353,Celina Mut Grp,92284,9958.33,102242.33,97719.10539939423,97749.50759496007,98302.78929803078,98762.24465373212,99055.35348059562,0.008595015730378531,0.0
ppauto,Private Passenger Auto,460,Buckeye Ins Grp,39468,9089.785,48557.785,46757.30137900933,46526.50545878129,48555.42593922499,50464.401304681676,51773.51692264493,0.06122907765431483,0.2498
ppauto,Private Passenger Auto,620,Employers Mut Co Of Des Moines,403963,49300.886,453263.886,442289.6510692987,442010.9826126981,444429.0998512824,447073.30819646915,448604.3245691229,0.00781302780630664,0.0002
ppauto,Private Passenger Auto,671,Farm Bureau Of MI Grp,479182,110601.522,589783.522,580390.2275360028,580909.711578496,585402.1652556754,589425.6063080062,591779.2978880237,0.012746665629558241,0.089
ppauto,Private Passenger Auto,965,Secura Ins Co,141928,48398.28,190326.28,174774.99330583066,174464.56714971698,177230.3797513353,180551.31264679495,182909.24929008915,0.024762796549070088,0.0
ppauto,Private Passenger Auto,1066,Island Ins Cos Grp,103270,19473.906,122743.906,116896.90343214605,116550.53758186969,118779.87137154935,120965.9573227892,122412.35257750996,0.02573165593672945,0.0412
ppauto,Private Passenger Auto,1090,Kentucky Farm Bureau Mut Ins Grp,1679670,168249.906,1847919.906,1831497.4334729607,1831471.944058351,1836223.3003236004,1840402.158802538,1842791.5951685219,0.0037038455143609986,0.006
ppauto,Private Passenger Auto,1538,Farmers Automobile Grp,409013,94068.735,503081.735,467131.6163708399,467117.3767482606,469839.6488099595,472324.28422658145,473734.4615641251,0.00860175554524308,0.0
ppauto,Private Passenger Auto,1716,Germania Ins Grp,164949,18336.196,183285.196,181525.37896035356,181211.78475866016,182562.45427601552,183909.28123698244,184549.41692122433,0.008968662258252972,0.164
ppauto,Private Passenger Auto,1767,State Farm Mut Grp,101400750,16467640.82,117868390.82,114557038.86520271,114538796.73025349,114792787.74779603,115040026.31452067,115203182.91809092,0.003114992103082339,0.0
ppauto,Private Passenger Auto,2003,United Services Automobile Asn Grp,16768581,3691597.837,20460178.837,19618549.7529212,19624931.12956065,19685278.932866823,19735084.13891403,19765220.12512946,0.004892239622487057,0.0
ppauto,Private Passenger Auto,2143,Farmers Alliance Mut & Affiliates,80803,13525.131,94328.131,89593.85817012606,89563.04375934179,90445.65075127294,91262.01290129955,91739.13971704214,0.014075412952117238,0.0
ppauto,Private Passenger Auto,2208,Oklahoma Farm Grp,385888,44068.585,429956.585,421961.6643913495,421803.80126962607,423911.17167680897,425890.69934777875,427047.33366765094,0.006856030572944785,0.0022
ppauto,Private Passenger Auto,2259,Occidental Fire & Cas Co Grp,75481,3053.777,78534.777,79434.98720541484,79338.22508122133,79914.24369685262,80679.41534600657,81099.38563278575,0.010800176154602922,0.869
ppauto,Private Passenger Auto,3131,Aegis Grp,32045,1713.622,33758.622,33697.75627564954,33105.30690663515,33505.899219859355,37475.02073201647,37721.0855651292,0.046002249658219176,0.1796
ppauto,Private Passenger Auto,3240,NC Farm Bureau Ins Grp,1185285,186990.081,1372275.081,1315560.205496513,1315442.7111590884,1320404.6546668606,1324627.5754965693,1327024.0406020207,0.0052141541296154776,0.0
ppauto,Private Passenger Auto,4839,FL Farm Bureau Grp,3186818,458439.749,3645257.749,3456323.556518883,3456248.694068184,3462215.591484572,3467435.2435531653,3470544.2388198664,0.0024816421846356,0.0
ppauto,Private Passenger Auto,5185,Grinnell Mut Grp,303908,60258.829,364166.829,350083.5642503432,349953.1854346718,352550.70707694173,354974.35022242606,356447.12344982754,0.010551188398284431,0.0
ppauto,Private Passenger Auto,5320,Cameron Mut Grp,55772,9998.789,65770.789,62972.76792764113,62476.19403064549,64575.019586143884,66328.94941424976,67387.25279024764,0.03953178482607008,0.1428
ppauto,Private Passenger Auto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,30278,1975.2,32253.2,31989.74231600609,31877.70170491768,32413.984247508262,32912.77593907057,33221.265026618785,0.020661670463287863,0.3172
ppauto,Private Passenger Auto,6947,Tenn Farmers Mut,1434038,169311.44,1603349.44,1580345.2882933286,1579964.256275615,1584882.0334735946,1589165.8699634627,1591819.4770320633,0.00425436433627974,0.0006
ppauto,Private Passenger Auto,7080,New Jersey Manufacturers Grp,2259932,993465.463,3253397.463,3125235.766194024,3123043.8628420033,3172544.8223604034,3218181.159785422,3242742.136474114,0.022224287498869566,0.0378
ppauto,Private Passenger Auto,8427,Farm Bureau Grp,207987,32351.203,240338.203,234229.39267531995,233912.04358410614,236461.9594012303,239179.2003984828,240614.39963277857,0.01499252374745275,0.0576
ppauto,Private Passenger Auto,8672,Protective Ins Grp,122401,11197.72,133598.72,129998.29383279024,129976.88156189385,130561.21359242618,131107.94224107047,131412.3734763532,0.006531807596885152,0.0
ppauto,Private Passenger Auto,10007,Nevada General Ins Co,45250,7823.599,53073.599,51746.27209303514,51625.35593952621,52195.971213031735,53325.58499678925,53713.823753716555,0.01906353172695295,0.1314
ppauto,Private Passenger Auto,10022,Agway Ins Co,47643,11326.8,58969.8,58746.752062626205,58522.317425655536,59960.73293219,61443.44123557111,62327.21750295492,0.033466094676443715,0.4146
ppauto,Private Passenger Auto,10204,Consumers Ins Usa Inc,24291,6522.616,30813.616,26522.653661783137,26504.8107888706,26712.856335401266,26920.268205257984,27050.89332842935,0.011357024856979467,0.0
ppauto,Private Passenger Auto,10308,Antilles Ins Co,277,633.356,910.356,286.21897045478227,283.1665277777778,290.09090909090907,298.69230769230774,303.19384615384615,0.03163742171760443,0.0
ppauto,Private Passenger Auto,10336,Usauto Ins Co,207960,63044.039,271004.039,280071.8310438256,280273.31718685303,292202.190171041,302199.44434538425,309461.64466970554,0.06256354980054228,0.6928
ppauto,Private Passenger Auto,10783,Cornerstone Natl Ins Co,65368,15242.786,80610.786,80572.47693200102,80390.302788429,82009.79538466164,85891.20408589796,100226.651933184,0.1044478382149151,0.464
ppauto,Private Passenger Auto,10790,American Vehicle Ins Co,74086,3210.317,77296.317,84735.70235541703,82458.48995038068,84748.81688818753,101348.49985741441,105545.33187154881,0.10339853209158477,0.9216
ppauto,Private Passenger Auto,11126,Yasuda Fire & Marine Ins Co Of Amer,7217,711.323,7928.323,7601.2460057473745,7543.6854247057545,7727.0457519327565,7969.612169975492,8142.449265652303,0.03377039613995631,0.1126
ppauto,Private Passenger Auto,11231,Generali Us Branch,69247,851.643,70098.643,69320.9944427397,69319.37277918399,69335.06730570148,69353.77445377191,69364.66468864694,0.0003308642796113948,0.0
ppauto,Private Passenger Auto,12360,Ocean Harbor Cas Ins Co,222166,26399.858,248565.858,242244.5855936511,241860.07809311937,245404.9369376438,248906.90114781217,251056.45001025946,0.020046577491500756,0.1122
ppauto,Private Passenger Auto,13420,Badger Mut Ins Co,75323,15740.194,91063.194,91131.46354595927,90823.14026629223,93050.3984719029,95165.29574823681,96371.65743428758,0.031872161953000196,0.4706
ppauto,Private Passenger Auto,13439,Partners Mut Ins Co,22445,8183.982,30628.982,24037.241629651726,24002.20491717,24338.83386025094,24645.04233243705,24817.758307784497,0.01841756561306338,0.0
ppauto,Private Passenger Auto,13501,Brethren Mut Ins Co,85734,13222.596,98956.596,95365.3150759726,95380.09882760249,96044.39782626771,96609.76153526513,96965.09008522367,0.010263371459177195,0.0
ppauto,Private Passenger Auto,13528,Brotherhood Mut Ins Co,6045,46.255,6091.255,6185.498008901375,6154.66864380653,6247.0767858586405,6351.200931275751,6373.591839899151,0.01859161868869527,0.7398
ppauto,Private Passenger Auto,13587,Chicago Mut Ins Co,9714,1824.983,11538.983,12283.711695245987,12201.564355753211,12682.155295271596,13184.016764769583,13474.00739474765,0.053363029410170626,0.8896
ppauto,Private Passenger Auto,13595,Spartan Ins Co,12558,1086.098,13644.098,13553.657842741006,13487.753830693095,14708.926604515585,15951.648602197498,16747.83819146738,0.13492373612567135,0.463
ppauto,Private Passenger Auto,13641,Colorado Farm Bureau Mut Ins Co,86374,7270.807,93644.807,90071.84735560397,90003.26012711941,90533.86024015333,91093.22293363395,91383.20117195464,0.008005463492358134,0.0
ppauto,Private Passenger Auto,13781,US Lloyds Ins Co,9692,2701.131,12393.131,11735.060934582067,11650.023128617733,12141.731863950605,12621.185038491674,12976.063033471391,0.0567040060579719,0.1526
ppauto,Private Passenger Auto,13889,Farmers Mut Ins Co Of NE,172044,43188.7,215232.7,201740.12664119943,201548.7638107058,204471.82136095237,207083.81778760135,208594.2039562251,0.02007328356806871,0.0008
ppauto,Private Passenger Auto,13943,Fitchburg Mut Ins Co,64610,3657.267,68267.26699999999,68366.67829618079,68314.5266475291,68745.1218745624,69132.80284619445,69388.64296091319,0.008442418113931073,0.5336
ppauto,Private Passenger Auto,14044,Goodville Mut Cas Co,63313,8824.534,72137.534,71367.06661151914,71179.34421176411,72277.37901528108,73394.61628462285,74161.36336201704,0.020907142225200615,0.2758
ppauto,Private Passenger Auto,14176,Hastings Mut Ins Co,181067,35110.626,216177.626,207724.67346618316,207589.09304296924,209515.45532139493,211291.2695318929,212579.97716823002,0.013272015582609785,0.0032
ppauto,Private Passenger Auto,14257,IMT Ins Co Mut,117862,19891.636,137753.636,133050.78644600254,133073.16962922638,134118.15501067738,134991.10817217632,135493.4556867721,0.0113490665559374,0.0004
ppauto,Private Passenger Auto,14311,Interboro Mut Ind Ins Co,171389,33035.562,204424.562,180909.2436495516,180835.96591637595,182138.53482624353,183338.25508889905,184071.97676729842,0.010217665779625709,0.0
ppauto,Private Passenger Auto,14370,Lebanon Mut Ins Co,2327,183.509,2510.509,2513.7752517064387,2445.514721812783,2652.720302913172,2778.0821649091517,2836.4601980591146,0.06585703691785574,0.3318
ppauto,Private Passenger Auto,14443,Madison Mut Ins Co,99613,9541.517,109154.51699999999,109707.61773058142,109674.8348740313,110246.5620322474,110766.15029676746,111081.78899076591,0.007275662780374747,0.7412
ppauto,Private Passenger Auto,14550,Wea Prop & Cas Ins Co,13313,2822.91,16135.91,16613.354320380906,16546.154286826495,17213.82333374292,17849.379523042626,18277.223541675197,0.055739378938900686,0.6766
ppauto,Private Passenger Auto,14885,Northwest Gf Mut Ins Co,210,144.769,354.769,243.27447034789455,243.14818181818185,253.06060606060606,268.7409090909091,268.7409090909091,0.05933818204196322,0.0
ppauto,Private Passenger Auto,15024,Preferred Mut Ins Co,145312,39551.86,184863.86,179448.08660589723,178902.31348718423,183085.88436600877,187280.3764703412,189918.50835392345,0.03217837917455354,0.1762
ppauto,Private Passenger Auto,15172,Southern Mut Ins Co,13493,1717.255,15210.255000000001,15133.195687847085,15035.575781476422,15611.286608477403,16122.82362405961,16446.059292143327,0.04822868790091562,0.4176
ppauto,Private Passenger Auto,15199,Standard Mut Ins Co,92256,13244.613,105500.613,101149.54666189101,101117.47779472847,101830.02226989524,102483.89080150724,102873.92095174661,0.009976478197585648,0.0
ppauto,Private Passenger Auto,15210,Sterling Ins Co,7643,2538.016,10181.016,8404.693969738888,8311.114880755338,8623.527284382162,8958.681128546057,9148.09443841802,0.04499648791500266,0.0
ppauto,Private Passenger Auto,15407,Wolverine Mut Ins Co,31184,7452.52,38636.520000000004,36377.013708027625,36281.45526217144,36984.86032451815,37691.99701164799,38161.39537231729,0.026883895410216123,0.02
ppauto,Private Passenger Auto,15997,Maine Mut Fire Ins Co,84586,19508.975,104094.975,101232.34601194882,101209.90911949391,102349.19785502808,103317.41463180754,103905.91660748923,0.015946298328527907,0.0406
ppauto,Private Passenger Auto,16373,Battle Creek Mut Ins Co,7993,942.521,8935.521,8557.911645160511,8540.9734025486,8681.138659424592,8817.75612683249,8904.792708554154,0.022324395170940845,0.0368
ppauto,Private Passenger Auto,16799,Wayne Mut Ins Co,25734,3907.492,29641.492,27907.4416747327,27887.761468848275,28297.10855336478,28691.175469379083,28925.77174289116,0.020944885702597317,0.0028
ppauto,Private Passenger Auto,17884,German Mut Ins Co,24806,4817.783,29623.783,28230.11185014627,28202.914206885944,28831.820954743212,29423.90357529011,29753.405462248484,0.0316414734196001,0.0658
ppauto,Private Passenger Auto,18163,Cooperativa D Seguros Multiples PR,169520,15186.739,184706.739,184918.25901046328,184786.84824663078,186590.05723580194,188379.4175803397,189439.083841102,0.01382114253230618,0.5154
