line,line_label,GRCODE,GRNAME,paid_to_date,posted_reserve,carried_total,sim_mean_ultimate,sim_p50_ultimate,sim_p75_ultimate,sim_p90_ultimate,sim_p95_ultimate,coeff_of_variation,prob_reserve_shortfall
ppauto,Private Passenger Auto,10336,Usauto Ins Co,207960,63044.039,271004.039,280071.8310438256,280273.31718685303,292202.190171041,302199.44434538425,309461.64466970554,0.06256354980054228,0.6928
ppauto,Private Passenger Auto,10783,Cornerstone Natl Ins Co,65368,15242.786,80610.786,80572.47693200102,80390.302788429,82009.79538466164,85891.20408589796,100226.651933184,0.1044478382149151,0.464
ppauto,Private Passenger Auto,10790,American Vehicle Ins Co,74086,3210.317,77296.317,84735.70235541703,82458.48995038068,84748.81688818753,101348.49985741441,105545.33187154881,0.10339853209158477,0.9216
ppauto,Private Passenger Auto,11126,Yasuda Fire & Marine Ins Co Of Amer,7217,711.323,7928.323,7601.2460057473745,7543.6854247057545,7727.0457519327565,7969.612169975492,8142.449265652303,0.03377039613995631,0.1126
ppauto,Private Passenger Auto,11231,Generali Us Branch,69247,851.643,70098.643,69320.9944427397,69319.37277918399,69335.06730570148,69353.77445377191,69364.66468864694,0.0003308642796113948,0.0
ppauto,Private Passenger Auto,12360,Ocean Harbor Cas Ins Co,222166,26399.858,248565.858,242244.5855936511,241860.07809311937,245404.9369376438,248906.90114781217,251056.45001025946,0.020046577491500756,0.1122
ppauto,Private Passenger Auto,13420,Badger Mut Ins Co,75323,15740.194,91063.194,91131.46354595927,90823.14026629223,93050.3984719029,95165.29574823681,96371.65743428758,0.031872161953000196,0.4706
ppauto,Private Passenger Auto,13439,Partners Mut Ins Co,22445,8183.982,30628.982,24037.241629651726,24002.20491717,24338.83386025094,24645.04233243705,24817.758307784497,0.01841756561306338,0.0
ppauto,Private Passenger Auto,13501,Brethren Mut Ins Co,85734,13222.596,98956.596,95365.3150759726,95380.09882760249,96044.39782626771,96609.76153526513,96965.09008522367,0.010263371459177195,0.0
ppauto,Private Passenger Auto,13528,Brotherhood Mut Ins Co,6045,46.255,6091.255,6185.498008901375,6154.66864380653,6247.0767858586405,6351.200931275751,6373.591839899151,0.01859161868869527,0.7398
ppauto,Private Passenger Auto,13587,Chicago Mut Ins Co,9714,1824.983,11538.983,12283.711695245987,12201.564355753211,12682.155295271596,13184.016764769583,13474.00739474765,0.053363029410170626,0.8896
ppauto,Private Passenger Auto,13595,Spartan Ins Co,12558,1086.098,13644.098,13553.657842741006,13487.753830693095,14708.926604515585,15951.648602197498,16747.83819146738,0.13492373612567135,0.463
ppauto,Private Passenger Auto,13641,Colorado Farm Bureau Mut Ins Co,86374,7270.807,93644.807,90071.84735560397,90003.26012711941,90533.86024015333,91093.22293363395,91383.20117195464,0.008005463492358134,0.0
ppauto,Private Passenger Auto,13781,US Lloyds Ins Co,9692,2701.131,12393.131,11735.060934582067,11650.023128617733,12141.731863950605,12621.185038491674,12976.063033471391,0.0567040060579719,0.1526
ppauto,Private Passenger Auto,13889,Farmers Mut Ins Co Of NE,172044,43188.7,215232.7,201740.12664119943,201548.7638107058,204471.82136095237,207083.81778760135,208594.2039562251,0.02007328356806871,0.0008
ppauto,Private Passenger Auto,13943,Fitchburg Mut Ins Co,64610,3657.267,68267.26699999999,68366.67829618079,68314.5266475291,68745.1218745624,69132.80284619445,69388.64296091319,0.008442418113931073,0.5336
ppauto,Private Passenger Auto,14044,Goodville Mut Cas Co,63313,8824.534,72137.534,71367.06661151914,71179.34421176411,72277.37901528108,73394.61628462285,74161.36336201704,0.020907142225200615,0.2758
ppauto,Private Passenger Auto,14176,Hastings Mut Ins Co,181067,35110.626,216177.626,207724.67346618316,207589.09304296924,209515.45532139493,211291.2695318929,212579.97716823002,0.013272015582609785,0.0032
ppauto,Private Passenger Auto,14257,IMT Ins Co Mut,117862,19891.636,137753.636,133050.78644600254,133073.16962922638,134118.15501067738,134991.10817217632,135493.4556867721,0.0113490665559374,0.0004
ppauto,Private Passenger Auto,14311,Interboro Mut Ind Ins Co,171389,33035.562,204424.562,180909.2436495516,180835.96591637595,182138.53482624353,183338.25508889905,184071.97676729842,0.010217665779625709,0.0
ppauto,Private Passenger Auto,14370,Lebanon Mut Ins Co,2327,183.509,2510.509,2513.7752517064387,2445.514721812783,2652.720302913172,2778.0821649091517,2836.4601980591146,0.06585703691785574,0.3318
ppauto,Private Passenger Auto,14443,Madison Mut Ins Co,99613,9541.517,109154.51699999999,109707.61773058142,109674.8348740313,110246.5620322474,110766.15029676746,111081.78899076591,0.007275662780374747,0.7412
ppauto,Private Passenger Auto,14550,Wea Prop & Cas Ins Co,13313,2822.91,16135.91,16613.354320380906,16546.154286826495,17213.82333374292,17849.379523042626,18277.223541675197,0.055739378938900686,0.6766
ppauto,Private Passenger Auto,14885,Northwest Gf Mut Ins Co,210,144.769,354.769,243.27447034789455,243.14818181818185,253.06060606060606,268.7409090909091,268.7409090909091,0.05933818204196322,0.0
ppauto,Private Passenger Auto,15024,Preferred Mut Ins Co,145312,39551.86,184863.86,179448.08660589723,178902.31348718423,183085.88436600877,187280.3764703412,189918.50835392345,0.03217837917455354,0.1762
ppauto,Private Passenger Auto,15172,Southern Mut Ins Co,13493,1717.255,15210.255000000001,15133.195687847085,15035.575781476422,15611.286608477403,16122.82362405961,16446.059292143327,0.04822868790091562,0.4176
ppauto,Private Passenger Auto,15199,Standard Mut Ins Co,92256,13244.613,105500.613,101149.54666189101,101117.47779472847,101830.02226989524,102483.89080150724,102873.92095174661,0.009976478197585648,0.0
ppauto,Private Passenger Auto,15210,Sterling Ins Co,7643,2538.016,10181.016,8404.693969738888,8311.114880755338,8623.527284382162,8958.681128546057,9148.09443841802,0.04499648791500266,0.0
ppauto,Private Passenger Auto,15407,Wolverine Mut Ins Co,31184,7452.52,38636.520000000004,36377.013708027625,36281.45526217144,36984.86032451815,37691.99701164799,38161.39537231729,0.026883895410216123,0.02
ppauto,Private Passenger Auto,15997,Maine Mut Fire Ins Co,84586,19508.975,104094.975,101232.34601194882,101209.90911949391,102349.19785502808,103317.41463180754,103905.91660748923,0.015946298328527907,0.0406
ppauto,Private Passenger Auto,16373,Battle Creek Mut Ins Co,7993,942.521,8935.521,8557.911645160511,8540.9734025486,8681.138659424592,8817.75612683249,8904.792708554154,0.022324395170940845,0.0368
ppauto,Private Passenger Auto,16799,Wayne Mut Ins Co,25734,3907.492,29641.492,27907.4416747327,27887.761468848275,28297.10855336478,28691.175469379083,28925.77174289116,0.020944885702597317,0.0028
ppauto,Private Passenger Auto,17884,German Mut Ins Co,24806,4817.783,29623.783,28230.11185014627,28202.914206885944,28831.820954743212,29423.90357529011,29753.405462248484,0.0316414734196001,0.0658
ppauto,Private Passenger Auto,18163,Cooperativa D Seguros Multiples PR,169520,15186.739,184706.739,184918.25901046328,184786.84824663078,186590.05723580194,188379.4175803397,189439.083841102,0.01382114253230618,0.5154
ppauto,Private Passenger Auto,18309,Pioneer State Mut Ins Co,80788,33687.441,114475.44099999999,110278.3162903655,109468.95937806682,112543.49556650323,117035.2457922064,120496.84115519366,0.04497214211591521,0.162
ppauto,Private Passenger Auto,18380,Pacific Ind Ins Co,10564,579.182,11143.182,10983.412510182208,10959.043158589278,11061.724893359333,11166.823987756745,11241.083781499854,0.011920042344028672,0.1182
ppauto,Private Passenger Auto,18686,Co-Operative Ins Co,23339,4847.167,28186.167,26901.936256856774,26845.646404807583,27416.54262712296,27974.883588663022,28281.601486433774,0.029029620040257897,0.0624
ppauto,Private Passenger Auto,18791,Virginia Mut Ins Co,44897,6969.629,51866.629,46747.168737345644,47552.932162751735,48308.3640480357,48761.53905256579,49102.344081224815,0.04339205185670182,0.0
ppauto,Private Passenger Auto,19119,National Unity Ins Co,16537,4304.215,20841.215,18921.496026513953,18851.412079554335,19432.272606505598,20028.973206590887,20442.28775679132,0.043832576384396985,0.0234
ppauto,Private Passenger Auto,19780,Springfield Fire & Cas Co,2128,88.86,2216.86,2226.8049952632537,2225.4395919352155,2251.691999420528,2276.0115004550294,2290.1507731352203,0.01687224821805561,0.5844
ppauto,Private Passenger Auto,20430,Harbor Ins Co,18248,1661.239,19909.239,19835.1622664829,19642.746741376584,19945.00906426117,21335.773660676954,21759.128888866016,0.03996256524569331,0.2674
ppauto,Private Passenger Auto,21172,Vanliner Ins Co,3340,0.0,3340.0,5234.795365641025,5175.272177578247,5609.008549308497,6000.132555089645,6288.501667900357,0.10430415663703663,1.0
ppauto,Private Passenger Auto,22390,Wellington Ins Co,1885,2.098,1887.098,1888.0928621640846,1888.0596689222937,1888.7530295783579,1889.4056606582196,1889.8056030672617,0.0005259611699397481,0.8368
ppauto,Private Passenger Auto,23574,Midwest Family Mut Ins Co,34108,6841.021,40949.021,39030.99110726734,39015.96802282015,39797.86707106053,40506.497225904604,40931.80796746175,0.029210833179974745,0.049
ppauto,Private Passenger Auto,23876,Mapfre Reins Corp,45103,0.0,45103.0,51177.34743065109,50854.40894000066,52985.128039869036,54686.53767844726,55621.842007654246,0.05024158514781666,1.0
ppauto,Private Passenger Auto,25275,State-Wide Ins Co,145094,20126.558,165220.558,179024.90113284384,179147.68268321035,180407.6275692071,181625.6291865473,182193.68677855437,0.010852843651644446,1.0
ppauto,Private Passenger Auto,25755,Peachtree Cas Ins Co,38454,2203.739,40657.739,40526.15130701317,40476.02059397221,40767.62499016124,41029.70697908141,41205.473898979064,0.00925971922989917,0.3402
ppauto,Private Passenger Auto,26077,Lancer Ins Co,26040,9980.359,36020.359,33540.851397228325,33170.131704698826,34189.194641942326,36091.611949789265,37328.500069089845,0.0513642849558185,0.1024
ppauto,Private Passenger Auto,26808,Gulf States Ins Co,21467,3720.657,25187.657,29913.852038136793,28036.418783780427,30958.381425877415,39886.73275754991,43784.315997395344,0.20272187477550815,0.8292
ppauto,Private Passenger Auto,26905,Century-Natl Ins Co,23854,5551.507,29405.506999999998,26378.584787082964,26320.490220300973,26782.015833959376,27228.720481950804,27491.346985025943,0.023584494439164435,0.0
ppauto,Private Passenger Auto,27022,Wisconsin Mut Ins Co,82462,19459.803,101921.803,98386.1855358527,98421.65036189534,99726.82052110712,100880.69449083316,101506.47887485454,0.01982812677660364,0.0292
ppauto,Private Passenger Auto,27065,Rockford Mut Ins Co,41600,3778.923,45378.923,45192.96581124994,45175.29836146367,45601.622198879835,45993.48743310111,46242.53049385468,0.013630527878341578,0.372
ppauto,Private Passenger Auto,27499,Southwest General Ins Co,2400,306.157,2706.157,2581.670188066007,2579.636093154552,2626.9962659127427,2675.378072777216,2711.1293602003643,0.027560674719135234,0.0532
ppauto,Private Passenger Auto,27766,Missouri Valley Mut Ins Co,2616,943.177,3559.177,2759.161781884605,2749.039741847826,2816.4121191675827,2885.164443807819,2926.1550632837702,0.032756884565297746,0.0
ppauto,Private Passenger Auto,29297,Home State Cnty Mut Ins Co,11121,2373.088,13494.088,12078.34587280025,12072.210868873935,12399.043378411829,12892.747906426628,13209.580094272369,0.05080909092216723,0.0204
ppauto,Private Passenger Auto,29440,Mountain West Farm Bu Mut Ins Co,139044,40887.73,179931.73,168545.97109975145,168290.5259475953,171589.0592925631,174816.54592819227,176891.9010369613,0.028052357049945825,0.0136
ppauto,Private Passenger Auto,31062,IFA Ins Co,143276,43798.336,187074.336,183124.41899712957,182472.3183656417,186898.10688320082,190827.99969154014,193172.78786846425,0.030420577660408354,0.2418
ppauto,Private Passenger Auto,31550,Haulers Ins Co Inc,56313,6127.754,62440.754,63407.02780877682,63332.5512799586,64023.21440755058,64673.272996038875,65079.64461037031,0.014874662858246976,0.8516
ppauto,Private Passenger Auto,31810,Middle States Ins Co Inc,12222,166.0,12388.0,12356.941331693082,12351.676879117935,12378.330932046561,12415.194204202939,12436.107946640292,0.0033145828212670504,0.1938
ppauto,Private Passenger Auto,32387,Star Cas Ins Co,45431,8631.859,54062.859,53387.31466007274,52081.35957338713,54341.356639686,60420.280673132365,62221.05342568126,0.07517479864843768,0.2658
ppauto,Private Passenger Auto,33499,Dorinco Rein Co,562788,86878.49,649666.49,640146.8807227239,637705.4305065775,656498.9464854037,679470.0723389997,692501.6641782204,0.044812928944556504,0.3274
ppauto,Private Passenger Auto,34509,Rider Ins Co,21769,6725.149,28494.149,26104.45114317856,26044.45146657857,26796.011665964994,27437.33895315018,27796.239569827576,0.03796302179477012,0.0092
ppauto,Private Passenger Auto,34592,Nodak Mut Ins Co,68952,15197.343,84149.343,78691.60520618098,78666.89697522481,79929.81247783481,80994.72849245778,81711.53233514162,0.02288032597197739,0.002
ppauto,Private Passenger Auto,34606,Center Mut Ins Co,23515,5393.403,28908.403,29303.799126255453,29035.18660019659,30528.924198505614,31923.104108643514,32830.240119915055,0.06560377348038426,0.5292
ppauto,Private Passenger Auto,35173,Agency Ins Co Of MD Inc,76117,16797.685,92914.685,87202.07384966119,87198.85917705914,87999.98642390734,88762.53075573358,89183.26726277024,0.01376909531506194,0.0
ppauto,Private Passenger Auto,35408,Sirius Amer Ins Co,20915,4457.086,25372.086,24056.42451500802,23850.70420641445,24987.10503739276,26173.119969413005,26949.6138152727,0.06747381367737987,0.1944
ppauto,Private Passenger Auto,37028,New Jersey Citizens United Rcp Exch,108335,39823.188,148158.188,146408.49130885443,146253.48078600274,149113.08711276203,151613.262217786,153140.20224574188,0.027044891834604463,0.3228
ppauto,Private Passenger Auto,37850,Pacific Specialty Ins Co,53381,5106.976,58487.976,58026.49426662543,57870.90567204115,58719.677603683864,59645.277359160486,60242.35376937458,0.019928464292224262,0.3074
ppauto,Private Passenger Auto,40550,Pacific Pioneer Ins Co,20395,409.195,20804.195,20525.814669978452,20519.786073011663,20558.33543458257,20597.52353982372,20623.658011269177,0.0025930576271997654,0.0
ppauto,Private Passenger Auto,40568,Seguros Triples Inc,13062,1729.525,14791.525,14779.167888362903,14754.94020000215,15046.032002493761,15367.742898862793,15568.883219850148,0.02966311734950644,0.465
ppauto,Private Passenger Auto,41041,Auto Club South Ins Co,84766,13983.855,98749.855,101797.09812473704,101538.294015289,103571.54159049992,105374.30618778022,106631.68309691387,0.02652905356728891,0.8792
ppauto,Private Passenger Auto,41459,Armed Forces Ins Exchange,6920,1732.082,8652.082,7959.691350521445,7949.4213438723655,8256.260181718075,8528.944917621462,8693.338539654958,0.05517033218189052,0.0578
ppauto,Private Passenger Auto,42439,Toa-Re Ins Co Of Amer,98417,27503.267,125920.26699999999,111537.64643738685,110521.24001771433,113701.3709510596,118409.94692868616,121215.40777042156,0.041821619117294706,0.0078
ppauto,Private Passenger Auto,42552,Nova Cas Co,3831,1756.629,5587.629,4505.683186503552,4468.9450526054325,4658.31926346273,4816.782194997424,4897.146128372439,0.048421916916295736,0.0
ppauto,Private Passenger Auto,42749,Traders Ins Co,38263,5699.182,43962.182,45098.29023242873,45068.3956855336,46131.72409087681,46764.58962225713,47098.704864383144,0.02784023340147518,0.7678
ppauto,Private Passenger Auto,43494,American Hallmark Ins Co Of TX,63635,8589.037,72224.037,69801.40360882101,69804.34891685973,70242.50853819281,70624.50853732062,70880.33707110198,0.009364640723877786,0.0
