line,line_label,GRCODE,GRNAME,paid_to_date,posted_reserve,carried_total,sim_mean_ultimate,sim_p50_ultimate,sim_p75_ultimate,sim_p90_ultimate,sim_p95_ultimate,coeff_of_variation,prob_reserve_shortfall
othliab,Other Liability (Occurrence),5940,American Contractors Ins Grp,31282,71156.468,102438.468,325914.86361175316,249515.48472520412,511688.6526625328,636194.5759760595,730831.3016055294,0.7031022967376969,0.8478
othliab,Other Liability (Occurrence),6408,Mutual Benefit Grp,389,240.307,629.307,432.8512856882699,415.1296296296296,442.36,499.31111111111113,561.5529100529101,0.1469145454386327,0.0106
othliab,Other Liability (Occurrence),6459,Oregon Mut Grp,10785,6305.987,17090.987,12341.409152929597,12236.391359796959,12722.297310672473,13234.04991217358,13575.310170555882,0.053764098870851276,0.0
othliab,Other Liability (Occurrence),6777,Philadelphia Ind Ins Co & Aff,57494,64740.251,122234.25099999999,139630.2118712784,108523.90423877897,154860.39754019017,233970.56802982333,305267.02103641396,0.7016984479027144,0.3938
othliab,Other Liability (Occurrence),6807,Amerisafe Grp,9328,3008.233,12336.233,11273.468080970802,11086.111086522182,12041.727713055105,12963.225057764135,13616.074171458074,0.11048989944324769,0.1854
othliab,Other Liability (Occurrence),6947,Tenn Farmers Mut,36083,5466.033,41549.033,40548.216400484926,40257.691449095415,41657.0270744966,43249.15045391478,44022.41867158805,0.04677583096601167,0.2646
othliab,Other Liability (Occurrence),7080,New Jersey Manufacturers Grp,645,23358.603,24003.603,645.0,645.0,645.0,645.0,645.0,0.0,0.0
othliab,Other Liability (Occurrence),7625,Franklin Mut Ins Grp,12297,19529.45,31826.45,26157.64427886317,24518.17455495395,29772.470056535916,36760.2134631614,41971.37867981667,0.3097516823536218,0.192
othliab,Other Liability (Occurrence),8079,Columbia Ins Grp,15888,4048.374,19936.374,20061.11891340484,19702.288429390195,21179.492593521336,22735.775722287326,23803.9563581331,0.09720945120699379,0.453
othliab,Other Liability (Occurrence),8427,Farm Bureau Grp,898,124.831,1022.831,1434.971015713481,1177.5,1609.7547357926221,2222.3464360867792,2888.9116809116804,0.5254309429354006,0.652
othliab,Other Liability (Occurrence),8672,Protective Ins Grp,82043,105467.696,187510.696,201351.21245206438,163781.13862299186,216497.81480463507,315464.6722763633,424697.02671181277,0.5875392108362033,0.354
othliab,Other Liability (Occurrence),10020,United Educators Ins RRG Inc,75793,174926.941,250719.941,170915.1197541815,158565.48823123155,196652.57109648455,241987.80641498003,280569.07971386716,0.3331761948128687,0.0862
othliab,Other Liability (Occurrence),10022,Agway Ins Co,573,568.305,1141.3049999999998,606.1542486702317,586.8181818181819,625.4288235294117,631.52,631.52,0.036612199364260425,0.0
othliab,Other Liability (Occurrence),10048,Hyundai Marine & Fire Ins Co Ltd,1001,980.894,1981.894,1034.208864808333,1026.8703967729055,1043.4470991862272,1080.9043415283431,1108.9307413731635,0.039096470911258126,0.0
othliab,Other Liability (Occurrence),10083,National Catholic RRG,27227,44764.381,71991.381,75939.52150118967,45428.68433651152,65859.41678550432,163585.03839376618,213828.45451201167,1.0746984929188328,0.2254
othliab,Other Liability (Occurrence),10100,Proformance Ins Co (The),2387,9591.684,11978.684,12310.372003471217,6969.946600085475,14461.035873750907,27980.616438356163,41002.33832630241,1.2397013231096212,0.3028
othliab,Other Liability (Occurrence),10103,American Agricultural Ins Co,71795,39451.73,111246.73000000001,95287.20150403409,93948.09300656775,102225.98908451352,110940.25322864903,118642.57215344619,0.13330024042435387,0.0966
othliab,Other Liability (Occurrence),10308,Antilles Ins Co,144,283.543,427.543,144.9878650237243,144.9087024087024,145.41508581752484,146.1270308405563,146.40588814979057,0.005254016372950815,0.0
othliab,Other Liability (Occurrence),10323,Farmers Mut Ins Co,163,51.591,214.591,199.86657863690476,174.0,201.70833333333331,289.02857142857147,359.80833333333334,0.3721778305071314,0.1728
othliab,Other Liability (Occurrence),10380,Leatherstocking Coop Ins  Co,128,89.237,217.237,283.5010439393939,134.0,219.66666666666666,668.0,951.6363636363635,1.2116248511013048,0.2556
othliab,Other Liability (Occurrence),10657,First Mercury Ins Co,127197,144436.976,271633.976,293639.03861403425,290124.8305017359,316779.3529810681,343055.7695270244,360242.75045309996,0.1261779096815293,0.7024
othliab,Other Liability (Occurrence),10720,Carolina Farmers Mut Ins Co,4,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
othliab,Other Liability (Occurrence),11061,Farmers Fire Ins Co,308,173.681,481.68100000000004,581.8103908834115,375.8333333333333,573.6279069767442,1436.6666666666665,1591.8333333333333,0.7333057445674298,0.3294
othliab,Other Liability (Occurrence),11118,Federated Rural Electric Ins Corp,97013,63866.446,160879.446,128508.1753366535,128447.8553625384,132663.54249107774,136801.5236989859,139135.73092419017,0.049369062335097115,0.0
othliab,Other Liability (Occurrence),11126,Yasuda Fire & Marine Ins Co Of Amer,32086,56724.708,88810.708,44654.32784007068,44246.39310788566,46394.04028133618,49121.10250468509,51487.42312966816,0.08128521071404003,0.0
othliab,Other Liability (Occurrence),11932,Mid-Continent Ins Co,6320,3908.372,10228.372,19908.85025401489,13115.086508903853,22210.4828125,36566.59954806065,55000.96782803517,0.9540439138895592,0.7178
othliab,Other Liability (Occurrence),12260,Campmed Cas & Ind Co Inc MD,3,80.689,83.689,3.0,3.0,3.0,3.0,3.0,0.0,0.0
othliab,Other Liability (Occurrence),12645,Standard Cas Co,97,0.419,97.419,108.0305,97.0,110.0,119.5,119.5,0.2491995320310965,0.349
othliab,Other Liability (Occurrence),12866,THE Ins Co,43653,56674.232,100327.232,72363.39803486393,71799.36650794925,77845.70054554864,83558.31005626946,87318.91260740608,0.11558336751074624,0.0012
othliab,Other Liability (Occurrence),13439,Partners Mut Ins Co,1575,39.825,1614.825,1941.5869201159514,1811.2151917349904,1996.6152276155826,2566.552503052503,2858.265536723164,0.2174563778394222,0.8918
othliab,Other Liability (Occurrence),13501,Brethren Mut Ins Co,5055,3066.286,8121.286,7031.144058629322,6868.99363581696,7494.899679054414,8182.689132428516,8620.86153280195,0.11904787648918569,0.1112
othliab,Other Liability (Occurrence),13528,Brotherhood Mut Ins Co,1174,522.102,1696.1019999999999,2030.1989809310935,1797.298072768528,2302.8392212989293,2972.7370684893604,3620.817816820409,0.4831536529797887,0.5458
othliab,Other Liability (Occurrence),13668,Commercial Mut Ins Co,187,415.188,602.188,2795.494522883494,1363.6160714285716,3298.8979591836733,6895.326530612245,9934.298273155418,1.6232193110773483,0.6856
othliab,Other Liability (Occurrence),13889,Farmers Mut Ins Co Of NE,940,642.73,1582.73,2049.660501460572,1723.4967129578604,2499.036476920438,3268.8187548600063,4110.74368756672,0.49172228531370393,0.5794
othliab,Other Liability (Occurrence),13919,Dryden Mut Ins Co,3746,3702.13,7448.13,5941.193076630381,5764.750411714458,6511.713836997202,7323.439898806173,7850.338271657417,0.17334639636603935,0.0866
othliab,Other Liability (Occurrence),13943,Fitchburg Mut Ins Co,526,452.976,978.976,1606.1722240190027,864.8184810287751,1935.2849492319247,3945.367228226321,5340.93003184418,1.2708743937761062,0.4538
othliab,Other Liability (Occurrence),13994,Fremont Mut Ins Co,406,714.778,1120.778,421.55425907651977,417.9272727272728,427.89393939393943,439.2402597402597,448.49350649350646,0.03348100170343335,0.0
othliab,Other Liability (Occurrence),14010,Crusader Ins Co,6606,4504.059,11110.059000000001,10491.398980482149,9492.905013729827,11309.059366282825,14178.64356142079,16660.900507783957,0.3415582786799955,0.2718
othliab,Other Liability (Occurrence),14044,Goodville Mut Cas Co,3927,1706.724,5633.724,4404.770313640611,4342.376303124315,4530.282932130064,4774.677969450139,4902.808302286493,0.05962537770972794,0.0008
othliab,Other Liability (Occurrence),14176,Hastings Mut Ins Co,6496,7495.911,13991.911,8902.34619429326,8710.301432434033,9449.618541938136,10267.06995175677,10920.865054031568,0.11782736152827263,0.0008
othliab,Other Liability (Occurrence),14257,IMT Ins Co Mut,24776,6581.674,31357.674,28569.491152223818,28489.449220445335,29049.578587435444,29650.517144720317,30006.86191043096,0.02764578372514686,0.0016
othliab,Other Liability (Occurrence),14370,Lebanon Mut Ins Co,1744,581.141,2325.141,1985.8442361999128,1937.727488841054,2074.1577187494318,2205.2595421585115,2297.5291128986332,0.08422523095377338,0.041
othliab,Other Liability (Occurrence),14451,Marysville Mut Ins Co,365,11.5,376.5,673.7524443098313,373.4,454.2631578947368,2538.5,2538.5,1.105679950292397,0.4624
othliab,Other Liability (Occurrence),14508,Michigan Millers Mut Ins Co,2135,169.762,2304.762,20207.65777142405,8772.018114163588,18464.036653878473,50155.92992860215,70533.0175609727,1.7341244103957112,0.7942
othliab,Other Liability (Occurrence),14753,Frederick Mut Ins Co,216,574.361,790.361,576.3564050290249,260.3807407407407,1017.2857142857143,1323.8,1511.0,0.8872506775237462,0.33
othliab,Other Liability (Occurrence),14885,Northwest Gf Mut Ins Co,275,7.0,282.0,279.572278291612,277.1818181818182,281.6098484848485,286.10037878787875,290.1809210526315,0.021780473383265806,0.211
othliab,Other Liability (Occurrence),14974,Pennsylvania Lumbermens Mut Ins,27486,30664.264,58150.263999999996,41902.133510629275,41338.91636294,45102.36114155073,48933.62810595251,51255.928588963216,0.12294155660822455,0.0034
othliab,Other Liability (Occurrence),15024,Preferred Mut Ins Co,27722,22596.712,50318.712,46324.09831076736,45951.111838864075,49396.89876505042,52647.12863989083,54876.91805123931,0.10244044449370313,0.196
othliab,Other Liability (Occurrence),15113,Security Mut Ins Co,1210,1091.935,2301.935,2751.5661421783166,2375.357676631372,3181.1442367639356,4471.649202105088,5403.3464829910645,0.5067680174147792,0.5284
othliab,Other Liability (Occurrence),15148,Sheboygan Falls Mut Ins Co,360,49.97,409.97,1688.2360608549736,525.3055555555555,705.9130434782609,5974.122982232028,9617.055555555555,1.9937893235927082,0.8458
othliab,Other Liability (Occurrence),15172,Southern Mut Ins Co,148,20.848,168.848,150.234297701808,148.66666666666666,149.5,158.45454545454547,160.22077922077924,0.026218028786491862,0.0
othliab,Other Liability (Occurrence),15199,Standard Mut Ins Co,131,70.23,201.23000000000002,158.69767370572825,153.28571428571428,166.14285714285714,193.42857142857142,207.25174825174827,0.18491400068403607,0.089
othliab,Other Liability (Occurrence),15210,Sterling Ins Co,909,1445.53,2354.5299999999997,1378.8496703347125,1165.7238774730083,1553.206460559589,1984.579140011765,2361.100611132108,0.39283866259215455,0.0506
othliab,Other Liability (Occurrence),15326,Utica First Ins Co,304,22.154,326.154,734.6834753938049,320.41176470588226,330.04454956807893,2414.0377604166665,2613.514395680148,1.191834021484,0.3102
othliab,Other Liability (Occurrence),15407,Wolverine Mut Ins Co,1082,100.0,1182.0,1166.9419672225915,1136.0537786606296,1196.3582995951417,1270.9305555555557,1345.9496489882604,0.08350764833476755,0.2862
othliab,Other Liability (Occurrence),15571,Illinois Cas Co,20468,13280.331,33748.331,29216.719375982822,28768.323075514094,30885.98326147361,33033.34518380128,34571.03301725973,0.09949760506104122,0.0742
othliab,Other Liability (Occurrence),15768,Merced Mut Ins Co,166,176.32,342.32,201.2468154383509,191.4811463046757,216.25050020008,241.687074829932,260.8934240362812,0.15233551970230508,0.0026
othliab,Other Liability (Occurrence),15865,NCMIC Ins Co,374,240.64,614.64,475.3571721117301,406.63252393056086,567.6292682926829,576.8727272727272,609.871396895787,0.19704377688101596,0.0188
othliab,Other Liability (Occurrence),15997,Maine Mut Fire Ins Co,1838,1130.891,2968.891,3100.5739371167942,2842.3268220373575,3465.8672186789586,4346.987930865097,5025.941669768891,0.3295689631462401,0.439
othliab,Other Liability (Occurrence),16373,Battle Creek Mut Ins Co,122,5.712,127.712,149.1749074074074,122.6,221.20000000000002,223.3,234.26666666666668,0.3014469413214886,0.2732
othliab,Other Liability (Occurrence),16446,Farmers Ins Co of Flemington,5148,1231.727,6379.727,6024.96999640649,5393.870773031351,5486.112956543809,9004.027880294594,9510.565191083524,0.24270138251730955,0.1666
othliab,Other Liability (Occurrence),16748,Elevators Mut Ins Co,1,59.597,60.597,1.0,1.0,1.0,1.0,1.0,0.0,0.0
othliab,Other Liability (Occurrence),16799,Wayne Mut Ins Co,1335,367.115,1702.115,1738.6753955105257,1557.054054054054,1802.3914287065309,2330.956081081081,2664.718072526606,0.32077917860023586,0.3382
othliab,Other Liability (Occurrence),16888,Bedford Grange Mut Ins Co,125,68.421,193.421,131.4791,125.0,150.875,150.875,150.875,0.08526201400980182,0.0
othliab,Other Liability (Occurrence),16985,Conemaugh Valley Mut Ins Co,67,25.851,92.851,269.4604287878788,117.45454545454547,233.2727272727273,564.1818181818182,954.1818181818181,1.6868922935110353,0.674
othliab,Other Liability (Occurrence),17043,Everett Cash Mut Ins Co,2863,3452.016,6315.016,4566.390696751154,4220.203913749029,5321.372816137689,6342.301112974047,7013.113459142705,0.2805797300113079,0.1018
othliab,Other Liability (Occurrence),17299,Mennonite Mut Ins Co,1990,526.761,2516.761,2280.1904649456965,2222.397758534394,2424.1937224353387,2595.452796197643,2692.454636112011,0.09266645189423356,0.1686
othliab,Other Liability (Occurrence),17329,Juniata Mut Ins Co,136,81.476,217.476,176.2064,136.0,214.0,222.66666666666669,222.66666666666669,0.6261907986560699,0.165
othliab,Other Liability (Occurrence),17450,Millville Mut Ins Co,803,1172.285,1975.285,7436.325185346587,5345.7918596216705,8927.421401515152,15013.032726150046,20920.88917910448,0.8682761615609236,0.9242
othliab,Other Liability (Occurrence),17469,Montour Mut Ins Co,89,27.289,116.289,122.5072892221957,101.41631701631701,115.58119658119658,202.8611111111111,245.892561983471,0.44639623195821143,0.245
othliab,Other Liability (Occurrence),17485,Mutual Ins Co Of Lehigh Cnty,64,11.658,75.658,67.55700611111112,64.0,69.91666666666667,76.4,80.5,0.15472545118657172,0.1232
othliab,Other Liability (Occurrence),17493,Nazareth Mut Ins Co,419,339.635,758.635,1033.6732310110015,605.4384319384319,1246.4211592111592,1884.5042780748659,2436.4685635026744,1.0757400154857915,0.3706
othliab,Other Liability (Occurrence),17701,Pymatuning Mut Fire Ins Co,16,0.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0
othliab,Other Liability (Occurrence),18163,Cooperativa D Seguros Multiples PR,7492,3673.383,11165.383,9227.624258860553,9180.287109767047,9537.155788243734,9873.03944479857,10096.07779310578,0.0528906265180816,0.0004
othliab,Other Liability (Occurrence),18380,Pacific Ind Ins Co,1505,237.269,1742.269,1893.0508162991016,1854.500673833327,2019.0166076748385,2196.5732881019862,2308.287309616511,0.1173322713458363,0.72
othliab,Other Liability (Occurrence),18686,Co-Operative Ins Co,1007,875.188,1882.188,1349.1475917540797,1296.829918665296,1460.5229717079458,1662.3126586260942,1790.5372560234982,0.16896839162847666,0.0298
othliab,Other Liability (Occurrence),18767,Church Mut Ins Co,10347,5856.165,16203.165,17875.088850646473,11961.472479854056,14152.09858376545,44228.294202943034,55056.589933391995,0.8413147223414172,0.1816
othliab,Other Liability (Occurrence),18791,Virginia Mut Ins Co,178,125.136,303.13599999999997,187.00539886248555,177.0,179.0,186.0,225.0,0.2300734957466915,0.023
othliab,Other Liability (Occurrence),20690,New York Municipal Ins Reciprocal,26613,36477.767,63090.767,47317.34938383709,46647.16707706725,51525.008993753785,56317.78069032277,59143.86469502732,0.13917165515768892,0.0168
othliab,Other Liability (Occurrence),21172,Vanliner Ins Co,12974,15033.597,28007.597,21936.825319280455,13405.130227686208,15846.276875932961,26927.223393327575,134762.94031285786,2.0599272830826347,0.0954
othliab,Other Liability (Occurrence),22020,Wi Lawyers Mut Ins Co,421,632.096,1053.096,517.1197696219094,421.0,528.0165413533834,1270.0820473644003,1518.264705882353,1.7070994223892733,0.1734
othliab,Other Liability (Occurrence),22900,Louisiana Pest Control Ins Co,9767,234.676,10001.676,27627.973854381788,24615.65766977362,31525.81899329775,41543.51770073321,50219.485596151324,0.4075340774386513,1.0
othliab,Other Liability (Occurrence),23574,Midwest Family Mut Ins Co,251,0.173,251.173,389.11494655172413,251.0,415.1954022988505,736.3333333333333,736.3333333333333,0.8698447002245399,0.384
othliab,Other Liability (Occurrence),23663,National American Ins Co,66889,10730.141,77619.141,82609.26897762236,82374.19193748724,85024.46514660885,87780.49125416791,89552.25635859536,0.048539476642145876,0.8996
othliab,Other Liability (Occurrence),23876,Mapfre Reins Corp,18,0.0,18.0,21.527314285714283,23.57142857142857,23.885714285714286,23.885714285714286,23.885714285714286,0.14204690197713388,0.6584
othliab,Other Liability (Occurrence),24830,Cities & Villages Mut Ins Co,4815,4037.785,8852.785,7663.816232596069,5915.565284351675,7567.4032551900345,11659.122659006753,15332.070034346214,0.7464814565697345,0.1858
othliab,Other Liability (Occurrence),26077,Lancer Ins Co,8920,14534.107,23454.107,19538.19875111024,18804.783832429333,21531.401357893305,24258.52001347252,26610.675537918803,0.19673896487488046,0.1354
othliab,Other Liability (Occurrence),26433,Harco Natl Ins Co,2451,6356.371,8807.371,132623.72546139947,15542.263839637511,70642.41843971632,224359.34146341463,527845.4406779661,3.611130665327602,0.6218
othliab,Other Liability (Occurrence),26797,Housing Authority Rrg Inc,57058,111536.528,168594.528,81611.84971179647,81284.89309087528,84671.87395015321,88016.0016684588,89796.3464858156,0.05781080582562545,0.0
othliab,Other Liability (Occurrence),26808,Gulf States Ins Co,2333,3671.236,6004.236,5095.845536906366,4590.574736181894,5560.93097289561,7337.758001382896,8594.109473746075,0.33604903911819517,0.2
othliab,Other Liability (Occurrence),26818,Midstate Mut Ins Co,276,7.661,283.661,315.43349767927725,290.5151515151515,347.69565217391306,375.57142857142856,404.79047619047617,0.16253235587674145,0.731
othliab,Other Liability (Occurrence),26824,Sublimity Ins Co,50,9.12,59.12,52.54472448979593,52.400000000000006,54.5,57.0,57.2,0.05408471697235825,0.0434
othliab,Other Liability (Occurrence),27022,Wisconsin Mut Ins Co,373,243.762,616.762,425.38001195587293,387.55687001376657,483.30620689655177,527.4809523809524,575.5575757575757,0.16776822738815103,0.0094
othliab,Other Liability (Occurrence),27065,Rockford Mut Ins Co,10622,4492.64,15114.64,12642.108157656605,12517.2923966856,13092.917756231447,13719.599025769177,14116.978377198553,0.06351405044484221,0.0086
othliab,Other Liability (Occurrence),27278,Protection Mut Ins Co Of Littlestown,11,9.9,20.9,11.0,11.0,11.0,11.0,11.0,0.0,0.0
othliab,Other Liability (Occurrence),27766,Missouri Valley Mut Ins Co,11,0.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0
othliab,Other Liability (Occurrence),28436,Farmers Union Mut Ins Co,2827,998.0,3825.0,3902.2337668207683,3638.7444825815423,4107.61707321363,5167.416675005267,5525.799357991761,0.19375171157410978,0.3572
othliab,Other Liability (Occurrence),28550,Housing & Redevelopment Ins Exch,6220,6241.424,12461.423999999999,9599.267690457866,9306.48606521765,10267.319171707431,11436.931946617984,12409.209630023322,0.15160654461661638,0.0482
othliab,Other Liability (Occurrence),28886,Transguard Ins Co Of Amer Inc,2698,4921.287,7619.287,308782.3169861908,11299.5,81153.68894389087,256257.6712235133,1021737.1715206351,7.1291629011941335,0.5858
othliab,Other Liability (Occurrence),29440,Mountain West Farm Bu Mut Ins Co,1716,1660.894,3376.8940000000002,5191.241481412173,1970.9719184846035,4801.504380771513,9861.0,14885.78300481599,1.978178957466558,0.3456
othliab,Other Liability (Occurrence),30317,Hanys Ins Co,18677,13997.731,32674.731,35741.6785230932,32194.34933427113,40266.025964611756,51618.42021710929,60280.39617740724,0.3680335543953967,0.4804
othliab,Other Liability (Occurrence),30449,Madison Mut Ins Co,48,130.366,178.366,67.586364375,51.75,54.375,136.75,168.234375,0.5899121750816909,0.0436
othliab,Other Liability (Occurrence),30651,Farmers Mut Of TN,711,287.494,998.494,869.4603945776254,839.6380372027214,907.4497956931112,1018.95771628081,1090.4427284255578,0.12171972155787918,0.1142
othliab,Other Liability (Occurrence),32301,Nichido Fire & Marine Ins Co Ltd,20519,658.384,21177.384,81686.66497456543,74591.08839768788,94667.76767673543,120304.99501462311,138728.12263916916,0.3619230019241857,1.0
othliab,Other Liability (Occurrence),32670,Farmers Union Mut Ins Co,560,524.165,1084.165,567.4358732544184,557.0280038484103,593.9222437924478,638.0036127744743,666.4418750177949,0.08857408005204075,0.0
othliab,Other Liability (Occurrence),32875,British Amer Ins Co,7265,6402.173,13667.172999999999,9951.574397457558,9528.1984865474,11018.308541550077,12898.58882213183,14133.886510851085,0.21848991710369423,0.0656
othliab,Other Liability (Occurrence),32930,Capacity Ins Co,733,650.304,1383.304,1000.6933632132411,946.7990952809679,1043.974569319114,1250.716814159292,1315.2937654493567,0.15437056970437418,0.0226
othliab,Other Liability (Occurrence),33049,State Volunteer Mut Ins Co,450,495.0,945.0,676.480688240284,522.1299479166667,659.2503843167087,1127.0133336775318,1482.0699157101867,0.7152223897280517,0.1394
othliab,Other Liability (Occurrence),33111,MHA Ins Co,27,25.326,52.326,29.714285714285722,29.714285714285708,29.714285714285708,29.714285714285708,29.714285714285708,4.782499183000673e-16,0.0
othliab,Other Liability (Occurrence),33499,Dorinco Rein Co,236004,270885.25,506889.25,477536.58935720957,451404.47312576225,555203.0073190583,666746.4802857406,755424.3399790322,0.3199125010141596,0.353
othliab,Other Liability (Occurrence),34525,First American Specilaty Ins Co,5591,2731.578,8322.578,14943.564279937711,12073.376877911778,19091.27281422398,29982.76016156965,38783.59810397579,0.7801516389016369,0.7104
othliab,Other Liability (Occurrence),34606,Center Mut Ins Co,319,231.872,550.8720000000001,380.9684432378761,358.3966666138438,391.8728967664652,465.72090112640797,533.0547165653498,0.1894297416217364,0.0392
othliab,Other Liability (Occurrence),35408,Sirius Amer Ins Co,26479,50013.601,76492.601,63754.8743866525,34103.7922109315,42430.88683708504,185112.10437203536,237469.13205432452,1.1383999638704854,0.1622
othliab,Other Liability (Occurrence),35866,Mid-Hudson Co-Operative Ins Co,157,148.567,305.567,172.28975555555556,166.0,176.0,197.16666666666669,220.77777777777777,0.13084023232562655,0.0028
othliab,Other Liability (Occurrence),36013,Lawyers Mut Liab Ins Co Of NC,1003,1050.768,2053.768,2971.7002479742378,1279.9772811960117,2063.9523809523807,7240.363636363636,11553.857142857143,1.8429514540839618,0.2554
